id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,issue_date_y,issue_date_m,issue_date_diff,isDefault
45,33829.54545,5,19.53,785.72,4,2,8,10,0,1,0,235,8,25.97272727,0,589.0909091,736.3636364,0.0,29873.53846,96.80769231,1,3211,1,9.0,0.0,11.0,15.0,6.0,5,5773,0.0,2013,10,2314,0.2144138
46,2500.0,3,26.268,97.93,4,0,0,0,1,1,5,305,15,3.272727273,2,752.7272727,815.4545455,0.0,1766.538462,38.6,1,6,1,3.0,0.0,2.0,5.0,4.0,2,0,0.0,2017,11,3806,0.35301036
47,20000.0,5,8.991,265.0,1,0,1,3,0,2,0,149,22,15.21818182,0,681.8181818,738.6363636,0.0,12652.76923,46.15384615,1,11471,1,,,,,,2,0,0.0,2010,11,1249,0.2666399
48,3818.181818,3,10.384,112.02,1,0,2,10,0,0,3,275,8,22.87272727,0,840.0,910.0,0.0,9732.153846,20.6,0,3,1,6.0,0.0,8.0,19.0,11.0,3,822,88.52307692,2017,5,3622,0.1888969
49,4636.363636,3,6.516,158.04,0,0,8,0,1,2,4,33,22,2.378181818,0,597.2727273,696.8181818,1.0,3282.461538,45.11538462,0,4,1,2.0,0.0,10.0,3.0,3.0,2,1200,0.0,2017,4,3592,0.19794457
50,4254.545455,3,13.99,123.03,2,4,1,10,2,1,9,464,37,31.70181818,0,680.0,850.0,0.0,15968.30769,102.9538462,1,10,1,4.0,0.0,16.0,6.0,2.0,1,161,17.33846154,2015,7,2952,0.21289971
51,9090.909091,3,11.99,332.1,1,0,13,3,2,0,0,548,36,23.08363636,0,600.0,750.0,0.0,24024.0,64.03846154,0,0,1,13.0,0.0,9.0,33.0,10.0,3,1336,0.0,2015,1,2771,0.21263675
52,11818.18182,3,16.555,346.9,2,0,0,9,0,1,0,126,38,25.18909091,0,631.8181818,789.7727273,0.0,9058.846154,48.35384615,1,0,1,2.0,0.0,7.0,11.0,4.0,0,0,0.0,2017,5,3622,0.38835493
53,16472.72727,3,14.99,523.38,2,1,1,0,1,2,0,27,12,23.55272727,0,609.0909091,659.8484848,1.0,22858.0,69.35384615,0,0,1,8.0,0.0,5.0,27.0,7.0,1,7534,1506.8,2014,12,2740,0.19452792
54,14181.81818,5,11.99,266.88,2,4,7,7,0,1,0,420,4,21.59090909,0,560.4545455,607.1590909,0.0,9687.692308,36.09230769,0,0,1,3.0,0.0,5.0,23.0,16.0,0,0,0.0,2016,3,3196,0.30071902
55,22040.90909,3,7.101,583.48,0,1,1,0,1,0,4,136,8,28.68,0,640.9090909,694.3181818,0.0,28056.92308,48.23076923,0,4,1,5.0,0.0,5.0,10.0,7.0,1,7496,1499.2,2015,4,2861,0.19176789
56,5454.545455,3,12.089,196.41,1,0,0,2,1,1,2,106,12,19.2,1,556.3636364,649.0909091,0.0,5008.769231,55.67692308,1,5,1,2.0,0.0,17.0,13.0,7.0,3,2410,241.0,2016,6,3288,0.195472
57,6500.0,3,14.08,188.2,2,4,8,2,0,2,0,253,21,29.35,0,540.0,630.0,0.0,5704.615385,45.69230769,0,0,1,2.0,0.0,5.0,6.0,4.0,3,0,0.0,2017,8,3714,0.26170725
58,5454.545455,3,9.441,162.49,1,0,0,3,1,0,0,296,5,9.057272727,0,627.2727273,731.8181818,0.0,4987.230769,56.19230769,1,0,1,4.0,0.0,4.0,7.0,4.0,1,0,0.0,2017,1,3502,0.2648276
59,5909.090909,3,23.13,193.89,5,1,0,10,1,1,6,395,44,9.036363636,1,769.0909091,833.1818182,0.0,1095.0,7.753846154,1,7,1,4.0,0.0,2.0,8.0,7.0,1,0,0.0,2016,4,3227,0.2821719
60,28636.36364,3,13.491,1213.12,2,3,2,4,0,1,0,379,32,5.449090909,0,695.0,810.8333333,0.0,29526.92308,87.0,1,0,1,3.0,,5.0,5.0,3.0,3,0,0.0,2014,10,2679,0.27096367
61,4909.090909,3,13.189,199.26,2,0,3,0,1,1,0,263,0,20.67272727,0,660.0,770.0,0.0,5464.0,40.73076923,0,0,1,6.0,0.0,23.0,12.0,11.0,3,1156,320.1230769,2015,12,3105,0.19528902
62,2181.818182,3,11.511,80.63,2,1,1,9,2,1,2,576,23,29.25454545,0,600.0,750.0,1.0,6212.769231,31.2,0,5,1,6.0,0.0,13.0,10.0,5.0,0,647,209.0307692,2016,9,3380,0.22304074
63,6545.454545,3,4.788,240.92,0,0,3,2,1,0,4,197,4,16.73,0,704.5454545,821.969697,0.0,10670.76923,23.69230769,0,4,1,3.0,0.0,23.0,9.0,6.0,3,1629,0.0,2015,11,3075,0.192809
64,27272.72727,5,13.33,573.06,2,4,4,3,0,0,0,170,23,32.57,0,548.1818182,685.2272727,0.0,17337.23077,93.0,0,0,1,4.0,0.0,21.0,12.0,8.0,4,10240,0.0,2015,7,2952,0.2228984
65,22704.54545,5,22.941,740.25,4,0,2,10,0,0,0,42,26,37.62545455,0,568.6363636,710.7954545,0.0,41784.92308,66.87692308,0,0,1,8.0,0.0,8.0,20.0,11.0,5,914,274.2,2017,3,3561,0.20108077
66,5454.545455,3,12.79,167.97,2,0,4,1,1,2,10,342,21,17.45454545,0,677.2727273,790.1515152,0.0,17372.30769,25.47692308,0,11,1,3.0,0.0,3.0,13.0,8.0,3,0,0.0,2016,9,3380,0.303051
67,21818.18182,5,13.67,554.35,2,1,3,10,0,1,4,547,46,7.509090909,0,710.0,828.3333333,0.0,16217.30769,74.12307692,0,4,1,2.0,0.0,2.0,4.0,2.0,2,0,0.0,2015,11,3075,0.2488985
68,3825.0,3,9.135,123.7,1,4,6,1,0,1,0,507,19,5.836363636,0,585.0,633.75,0.0,2292.769231,15.46153846,1,0,1,4.0,0.0,5.0,16.0,8.0,1,0,0.0,2014,10,2679,0.22362645
69,3781.818182,3,5.962,96.52,0,1,9,10,0,0,8,736,31,7.101818182,0,704.5454545,821.969697,0.0,41056.0,89.2,1,899,1,,,,,,3,0,0.0,2011,9,1553,0.19786337
70,29545.45455,3,10.791,830.24,2,0,6,5,1,2,0,31,2,12.57545455,1,720.0,900.0,0.0,12727.38462,64.89230769,0,2,1,5.0,0.0,12.0,15.0,6.0,2,0,0.0,2016,2,3167,0.29118943
71,13000.0,3,21.142,477.98,3,1,1,9,1,0,0,31,2,23.9,0,544.0909091,634.7727273,1.0,5016.0,33.34615385,1,0,1,7.0,0.0,3.0,12.0,8.0,3,0,0.0,2013,12,2375,0.2933866
72,15363.63636,5,14.685,298.13,2,0,0,7,1,1,4,19,14,31.94181818,0,675.0,843.75,0.0,12597.84615,66.80769231,0,4,1,4.0,0.0,16.0,14.0,9.0,1,0,0.0,2014,10,2679,0.34635466
73,3190.909091,3,12.639,96.45,1,1,10,10,1,2,2,254,33,18.88181818,0,725.4545455,785.9090909,1.0,6001.0,72.0,0,5,1,3.0,,4.0,9.0,5.0,0,0,0.0,2017,3,3561,0.26378447
74,6000.0,3,15.61,209.79,3,4,12,9,1,0,0,107,30,41.17090909,0,622.7272727,778.4090909,0.0,28212.0,72.18461538,1,0,1,5.0,0.0,16.0,19.0,11.0,0,1354,374.9538462,2015,4,2861,0.2652707
75,31818.18182,5,16.641,898.13,3,1,3,10,2,1,0,138,0,27.54818182,0,670.0,781.6666667,0.0,24099.69231,88.03846154,0,0,1,8.0,0.0,9.0,11.0,7.0,0,0,0.0,2016,2,3167,0.3511751
76,14450.0,3,6.201,445.45,0,0,0,10,0,1,0,456,21,16.35454545,0,690.9090909,748.4848485,0.0,14461.0,36.50769231,0,0,1,3.0,0.0,5.0,14.0,9.0,2,2669,266.9,2015,6,2922,0.18813467
77,1181.818182,3,11.466,33.57,2,0,2,0,1,1,5,514,13,22.85454545,0,752.7272727,878.1818182,0.0,0.0,0.0,0,6,1,0.0,0.0,10.0,7.0,0.0,0,128,14.76923077,2016,12,3471,0.23496823
78,5727.272727,3,12.628,230.77,1,0,8,10,0,0,9,5,4,8.809090909,0,544.0909091,589.4318182,1.0,10938.46154,56.30769231,0,10,1,3.0,,14.0,3.0,3.0,3,692,69.2,2016,1,3136,0.19280311
79,13090.90909,3,15.993,432.45,3,0,3,0,1,2,4,484,21,28.27272727,1,627.2727273,731.8181818,0.0,19272.69231,70.73076923,1,4,1,14.0,0.0,3.0,28.0,22.0,3,5691,1707.3,2013,5,2161,0.19678077
80,11818.18182,3,8.937,322.35,1,5,6,4,1,2,0,51,13,33.87,0,680.0,736.6666667,0.0,5753.0,77.43076923,1,0,1,1.0,0.0,10.0,12.0,6.0,2,1244,229.6615385,2017,9,3745,0.19248927
81,23636.36364,5,17.127,519.15,3,3,1,10,0,1,0,625,13,25.62,2,604.5454545,755.6818182,0.0,11431.53846,64.06153846,0,0,1,7.0,0.0,15.0,25.0,7.0,0,0,0.0,2017,9,3745,0.4019257
82,8400.0,3,14.31,288.36,2,0,8,10,2,2,0,575,32,17.55,0,730.9090909,791.8181818,1.0,12925.84615,87.66153846,1,0,1,4.0,0.0,3.0,8.0,3.0,3,535,61.73076923,2015,1,2771,0.19303244
83,18909.09091,5,26.24,481.33,4,0,4,6,0,1,0,63,14,22.86,0,736.3636364,797.7272727,0.0,16786.15385,61.01538462,0,0,1,11.0,0.0,18.0,15.0,11.0,0,0,0.0,2017,4,3592,0.4832197
84,29454.54545,5,17.478,706.65,4,0,1,8,0,2,0,471,42,19.14545455,0,572.7272727,620.4545455,0.0,21689.0,91.9,1,53477,1,,,,,,5,10817,2329.815385,2012,2,1706,0.20113556
85,5275.0,3,13.99,180.27,2,3,6,1,1,1,0,526,20,23.42181818,1,720.0,900.0,0.0,1731.692308,49.47692308,1,0,1,3.0,0.0,10.0,3.0,2.0,3,730,134.7692308,2015,10,3044,0.20954676
86,7000.0,3,13.99,239.21,2,3,8,10,2,1,4,784,33,28.45636364,1,720.0,840.0,0.0,22308.46154,91.61538462,0,4,1,9.0,0.0,5.0,15.0,8.0,0,2941,633.4461538,2016,6,3288,0.25722793
87,29545.45455,5,15.59,602.52,3,0,0,10,0,1,0,348,18,23.26090909,0,552.2727273,644.3181818,0.0,32472.46154,67.10769231,0,0,1,5.0,0.0,16.0,17.0,4.0,0,0,0.0,2015,1,2771,0.44795123
88,21818.18182,3,10.439,640.57,1,3,1,10,1,1,0,521,24,22.94181818,0,548.1818182,639.5454545,0.0,73961.0,66.83076923,1,0,1,11.0,0.0,16.0,21.0,18.0,3,7228,834.0,2014,11,2710,0.21278496
89,11345.45455,3,6.03,292.19,0,0,7,5,1,1,0,74,30,8.858181818,0,740.0,863.3333333,0.0,9361.692308,20.12307692,0,0,1,4.0,0.0,6.0,6.0,3.0,1,1554,167.3538462,2014,10,2679,0.1886069
90,28472.72727,3,6.89,1072.78,0,1,2,2,0,1,0,81,15,12.87272727,0,752.7272727,878.1818182,1.0,11773.84615,13.38461538,0,0,1,4.0,0.0,18.0,24.0,17.0,3,14107,1302.184615,2015,9,3014,0.18872625
91,13636.36364,3,14.289,505.34,1,3,10,10,1,1,5,31,2,8.631818182,0,730.9090909,791.8181818,0.0,12604.30769,104.6538462,1,6,1,4.0,0.0,4.0,25.0,13.0,3,7167,0.0,2014,5,2526,0.2219481
92,9409.090909,3,17.171,402.1,3,2,7,10,0,1,0,70,32,25.66,0,609.0909091,710.6060606,0.0,10496.0,53.26153846,0,0,1,9.0,0.0,4.0,14.0,6.0,2,4812,1036.430769,2015,10,3044,0.19326966
93,11818.18182,3,10.296,329.48,1,5,9,10,1,2,4,76,26,19.61,0,695.0,752.9166667,0.0,9447.692308,84.6,1,4,1,2.0,0.0,6.0,2.0,1.0,0,0,0.0,2014,12,2740,0.23807755
94,14840.90909,3,13.11,550.92,1,3,3,7,1,1,0,32,21,18.17181818,0,631.8181818,737.1212121,0.0,20794.30769,44.49230769,1,1008,1,,,,,,2,1482,0.0,2012,8,1888,0.22262195
95,4909.090909,3,14.421,202.49,1,2,8,10,0,0,0,5,4,17.2,0,564.5454545,611.5909091,0.0,38918.92308,79.26923077,1,57756,1,,,,,,2,612,0.0,2012,6,1827,0.22191706
96,10909.09091,3,6.99,370.48,0,0,1,4,0,1,4,388,3,17.17363636,0,755.0,880.8333333,0.0,13048.84615,17.81538462,1,4,1,7.0,0.0,5.0,14.0,5.0,1,4058,0.0,2016,9,3380,0.19347718
97,9000.0,3,13.66,306.12,2,3,1,2,1,1,4,643,45,22.75454545,0,544.0909091,589.4318182,0.0,6739.384615,72.15384615,1,4,1,5.0,0.0,14.0,10.0,4.0,0,0,0.0,2015,2,2802,0.33904308
98,6545.454545,3,16.191,260.27,3,0,7,10,1,1,1,289,16,17.91818182,0,680.0,793.3333333,0.0,3175.846154,22.33846154,1,1,1,7.0,0.0,5.0,21.0,15.0,0,0,0.0,2016,10,3410,0.40519404
99,29545.45455,3,6.03,760.89,0,4,2,3,0,1,0,145,8,7.91,0,790.9090909,922.7272727,0.0,20664.0,38.44615385,0,0,1,5.0,0.0,4.0,23.0,15.0,3,10679,3696.576923,2014,10,2679,0.19566831
100,22234.09091,3,12.99,915.51,2,0,5,10,0,2,0,162,2,30.92727273,1,670.0,725.8333333,0.0,42172.61538,68.76923077,0,0,1,14.0,0.0,7.0,25.0,20.0,3,264,30.46153846,2016,3,3196,0.19520506
101,6545.454545,3,13.49,271.45,2,1,12,4,2,1,4,201,2,16.74,0,670.0,781.6666667,0.0,98771.53846,48.73846154,0,4,1,4.0,0.0,10.0,7.0,4.0,3,3733,0.0,2016,10,3410,0.20428808
102,12375.0,3,12.663,517.46,2,1,5,10,0,0,2,186,9,18.12727273,1,552.2727273,690.3409091,0.0,13472.30769,55.47692308,0,5,1,7.0,0.0,4.0,11.0,8.0,3,4191,0.0,2018,3,3926,0.20778792
103,21818.18182,3,5.32,602.3,0,1,4,10,0,0,4,297,18,13.89090909,0,818.1818182,954.5454545,0.0,38997.69231,33.0,0,4,1,10.0,0.0,8.0,19.0,14.0,3,8578,0.0,2015,10,3044,0.19221805
104,6250.0,3,20.625,228.32,3,4,1,0,0,2,0,171,8,20.23363636,0,609.0909091,659.8484848,0.0,15040.61538,77.32307692,1,38,1,8.0,0.0,40.0,20.0,12.0,3,138,31.84615385,2013,4,2131,0.2228829
105,29545.45455,5,15.477,582.62,2,0,6,10,2,2,2,116,14,12.99272727,0,680.0,793.3333333,0.0,24299.07692,23.81538462,0,5,1,15.0,0.0,17.0,33.0,20.0,1,6567,2273.192308,2018,3,3926,0.20255554
106,3545.454545,3,15.037,102.06,2,1,0,10,0,2,5,255,9,14.96454545,1,720.0,780.0,0.0,16208.0,66.2,0,6,1,8.0,0.0,30.0,21.0,8.0,0,716,154.2153846,2015,12,3105,0.21852401
107,5454.545455,3,12.69,201.27,2,0,6,3,0,2,0,140,8,12.05454545,0,685.0,742.0833333,0.0,9001.153846,26.88461538,1,0,1,8.0,0.0,2.0,11.0,9.0,2,2309,0.0,2015,4,2861,0.20677634
108,16959.09091,3,12.591,490.38,2,1,10,1,1,2,0,67,19,21.44,0,685.0,742.0833333,0.0,5477.0,29.4,1,0,1,4.0,0.0,13.0,9.0,3.0,0,1450,0.0,2016,6,3288,0.23899603
109,10000.0,3,6.97,339.5,0,1,2,4,0,0,0,134,8,20.67272727,0,631.8181818,684.469697,0.0,12971.53846,66.92307692,0,0,1,5.0,,4.0,11.0,6.0,2,1578,145.6615385,2016,3,3196,0.19226487
110,6811.363636,3,25.014,321.14,4,0,0,3,1,1,0,524,20,17.16,0,660.0,715.0,0.0,7284.0,101.3076923,1,0,1,4.0,0.0,23.0,8.0,7.0,0,840,252.0,2017,1,3502,0.2776341
111,21818.18182,3,8.239,622.04,0,0,0,3,0,1,0,599,13,11.90909091,0,631.8181818,684.469697,0.0,24534.0,33.69230769,0,0,1,6.0,0.0,6.0,20.0,11.0,3,7404,2221.2,2016,1,3136,0.19142357
112,28000.0,3,8.9,889.09,0,0,11,10,0,2,0,19,14,10.09636364,0,668.1818182,723.8636364,0.0,24067.0,57.3,0,130,1,3.0,0.0,3.0,7.0,7.0,2,1516,163.2615385,2013,7,2222,0.19028184
113,3272.727273,3,11.511,134.38,2,0,3,6,0,0,0,418,45,9.305454545,2,556.3636364,649.0909091,0.0,10162.0,59.44615385,1,0,1,5.0,0.0,9.0,12.0,3.0,3,1665,384.2307692,2016,6,3288,0.1941709
114,10000.0,3,15.763,343.39,2,0,12,1,1,0,4,118,20,4.054545455,0,544.0909091,680.1136364,0.0,8489.0,80.87692308,0,234,1,5.0,0.0,2.0,11.0,4.0,1,3635,363.5,2013,2,2072,0.19552681
